
-0.1700846706006510E+02,0.1248350171789931E-02,-0.6120453534905185E+01,-0.4659784486054540E-03,,,-0.1698202243029735E+01,0.6651196653888452E-02,,,
-0.1692864670809990E+02,0.5322990180288675E-01,-0.5943373108850070E+01,-0.7487325317993290E-03,,,0.1698202243029735E+01,0.6651196653888452E-02,,,
-0.1692864656663175E+02,-0.4780706907383918E-01,-0.5675481066997935E+01,-0.1006399015849005E-02,,,,,,,
-0.1676907157706805E+02,0.5400119739966878E-01,-0.5403972656052850E+01,-0.1213999472477403E-02,,,,,,,
-0.1676907116828080E+02,-0.4654671511900706E-01,-0.5180975413186310E+01,-0.1371367842349022E-02,,,,,,,
-0.1660950132875845E+02,0.5464222349084266E-01,-0.4984424251274074E+01,-0.1506271916742698E-02,,,,,,,
-0.1660950068376410E+02,-0.4575738202919063E-01,-0.4787788167773835E+01,-0.1628517077975037E-02,,,,,,,
-0.1644971979986290E+02,0.5499571974915929E-01,-0.4591069554106245E+01,-0.1747288056776832E-02,,,,,,,
-0.1644971894948780E+02,-0.4501887085471346E-01,-0.4394270625579304E+01,-0.1860743378811803E-02,,,,,,,
-0.1628958110201235E+02,0.5531382951064445E-01,-0.4197393412400330E+01,-0.1968904839104399E-02,,,,,,,
-0.1628958007675040E+02,-0.4445189244100051E-01,-0.4000439750687880E+01,-0.2072387478763395E-02,,,,,,,
-0.1612900472028925E+02,0.5548576656980490E-01,-0.3803411273483700E+01,-0.2171704119898992E-02,,,,,,,
-0.1612900355032535E+02,-0.4387459467429038E-01,-0.3606309401764700E+01,-0.2267608105052892E-02,,,,,,,
-0.1596797061174045E+02,0.5558079940612511E-01,-0.3409135335454880E+01,-0.2361348888427951E-02,,,,,,,
-0.1596796932704365E+02,-0.4332049111867988E-01,-0.3211890044437270E+01,-0.2454635062405103E-02,,,,,,,
-0.1580651430388980E+02,0.5585351495834941E-01,-0.3014574259565890E+01,-0.2549445624144548E-02,,,,,,,
-0.1580651293437625E+02,-0.4301755881375669E-01,-0.2817188463677705E+01,-0.2648292130266326E-02,,,,,,,
-0.1564472199325055E+02,0.5603675254658608E-01,-0.2619732882604565E+01,-0.2754683808689767E-02,,,,,,,
-0.1564472056901675E+02,-0.4267843952239331E-01,-0.2422207476185145E+01,-0.2873254159584599E-02,,,,,,,
-0.1548272564383810E+02,0.5636524184670484E-01,-0.2224611929276900E+01,-0.3009697609511322E-02,,,,,,,
-0.1548272419546395E+02,-0.4252618100127636E-01,-0.2026945642768020E+01,-0.3170362088441640E-02,,,,,,,
-0.1532069691975770E+02,0.5644601151776441E-01,-0.1829207724589365E+01,-0.3366557853447752E-02,,,,,,,
-0.1532069547867770E+02,-0.4216230091037852E-01,-0.1631396980726420E+01,-0.3598774379001888E-02,,,,,,,
-0.1515874102707905E+02,0.5668387360799173E-01,-0.1433511906231240E+01,-0.3874051281337582E-02,,,,,,,
-0.1515873962587550E+02,-0.4199075642417901E-01,-0.1235550676234400E+01,-0.4192626237716945E-02,,,,,,,
-0.1499672808762250E+02,0.5743136781272681E-01,-0.1037511136956944E+01,-0.4538080351858535E-02,,,,,,,
-0.1499672676006100E+02,-0.4234722009295557E-01,-0.8393907967223244E+00,-0.4884994854029008E-02,,,,,,,
-0.1483440459941815E+02,0.5787398365634967E-01,-0.7081118825686514E+00,-0.5075619985537398E-02,,,,,,,
