
-0.1700846706006510E+02,-0.2147941930579901E-01,-0.6120453534905185E+01,-0.1008449921287110E-04,,,-0.1698202243029735E+01,-0.1960111467040683E-03,,,
-0.1692864670809990E+02,0.5095192881500133E-02,-0.5943373108850070E+01,-0.1766215231968547E-04,,,0.1698202243029735E+01,-0.1960111467040683E-03,,,
-0.1692864656663175E+02,-0.4652782214864104E-02,-0.5675481066997935E+01,-0.2421090018188017E-04,,,,,,,
-0.1676907157706805E+02,0.4028396446382370E-02,-0.5403972656052850E+01,-0.2924911737233049E-04,,,,,,,
-0.1676907116828080E+02,-0.3579089627240755E-02,-0.5180975413186310E+01,-0.3303881240420756E-04,,,,,,,
-0.1660950132875845E+02,0.3632663388520393E-02,-0.4984424251274074E+01,-0.3569367957666217E-04,,,,,,,
-0.1660950068376410E+02,-0.3155960958469358E-02,-0.4787788167773835E+01,-0.3854320639011825E-04,,,,,,,
-0.1644971979986290E+02,0.3256100131091972E-02,-0.4591069554106245E+01,-0.4072979327901789E-04,,,,,,,
-0.1644971894948780E+02,-0.2785224437504068E-02,-0.4394270625579304E+01,-0.4269303849200467E-04,,,,,,,
-0.1628958110201235E+02,0.2939271606203595E-02,-0.4197393412400330E+01,-0.4447786996819095E-04,,,,,,,
-0.1628958007675040E+02,-0.2477425385017384E-02,-0.4000439750687880E+01,-0.4608654551320209E-04,,,,,,,
-0.1612900472028925E+02,0.2678715159359139E-02,-0.3803411273483700E+01,-0.4756646939865791E-04,,,,,,,
-0.1612900355032535E+02,-0.2231957653088096E-02,-0.3606309401764700E+01,-0.4899991747125015E-04,,,,,,,
-0.1596797061174045E+02,0.2457436100737523E-02,-0.3409135335454880E+01,-0.5048597094428370E-04,,,,,,,
-0.1596796932704365E+02,-0.2030063189405469E-02,-0.3211890044437270E+01,-0.5212861942892418E-04,,,,,,,
-0.1580651430388980E+02,0.2273032866558230E-02,-0.3014574259565890E+01,-0.5408367780360434E-04,,,,,,,
-0.1580651293437625E+02,-0.1855634399148671E-02,-0.2817188463677705E+01,-0.5653288285020567E-04,,,,,,,
-0.1564472199325055E+02,0.2118793355589576E-02,-0.2619732882604565E+01,-0.5957165209278824E-04,,,,,,,
-0.1564472056901675E+02,-0.1718832974229180E-02,-0.2422207476185145E+01,-0.6336973776010427E-04,,,,,,,
-0.1548272564383810E+02,0.2002571771679331E-02,-0.2224611929276900E+01,-0.6795782731251385E-04,,,,,,,
-0.1548272419546395E+02,-0.1604946757304360E-02,-0.2026945642768020E+01,-0.7316594784436378E-04,,,,,,,
-0.1532069691975770E+02,0.1883756700862238E-02,-0.1829207724589365E+01,-0.7808303467271962E-04,,,,,,,
-0.1532069547867770E+02,-0.1506520319687572E-02,-0.1631396980726420E+01,-0.8191513196009882E-04,,,,,,,
-0.1515874102707905E+02,0.1793302731164270E-02,-0.1433511906231240E+01,-0.8226941500527092E-04,,,,,,,
-0.1515873962587550E+02,-0.1430796964128681E-02,-0.1235550676234400E+01,-0.7543488429366004E-04,,,,,,,
-0.1499672808762250E+02,0.1761778745133971E-02,-0.1037511136956944E+01,-0.5723434985576936E-04,,,,,,,
-0.1499672676006100E+02,-0.1381713540830692E-02,-0.8393907967223244E+00,-0.3391211173983590E-04,,,,,,,
-0.1483440459941815E+02,0.1673464423163461E-02,-0.7081118825686514E+00,0.8875123646074842E-04,,,,,,,
-0.1483440338049885E+02,-0.1309179202437533E-02,0.7081118825686514E+00,0.8875123646074842E-04,,,,,,,
-0.1467159498913675E+02,0.1607478315984094E-02,0.8393907967223244E+00,-0.3391211173983590E-04,,,,,,,
-0.1467159391529265E+02,-0.1251407572216016E-02,0.1037511136956944E+01,-0.5723434985576936E-04,,,,,,,
-0.1450823038755115E+02,0.1551342462192457E-02,0.1235550676234400E+01,-0.7543488429366004E-04,,,,,,,
-0.1450822949679310E+02,-0.1201054738052421E-02,0.1433511906231240E+01,-0.8226941500527092E-04,,,,,,,
-0.1434435816602990E+02,0.1498984554766643E-02,0.1631396980726420E+01,-0.8191513196009882E-04,,,,,,,
-0.1434435749801450E+02,-0.1157431547895147E-02,0.1829207724589365E+01,-0.7808303467271962E-04,,,,,,,
-0.1418015147303125E+02,0.1466423647141231E-02,0.2026945642768020E+01,-0.7316594784436378E-04,,,,,,,
-0.1418015106905130E+02,-0.1123455716064947E-02,0.2224611929276900E+01,-0.6795782731251385E-04,,,,,,,
-0.1401586455089375E+02,0.1431142665982777E-02,0.2422207476185145E+01,-0.6336973776010427E-04,,,,,,,
-0.1401586445383860E+02,-0.1090941042661893E-02,0.2619732882604565E+01,-0.5957165209278824E-04,,,,,,,
-0.1385154112579815E+02,-0.1061995836874765E-02,0.2817188463677705E+01,-0.5653288285020567E-04,,,,,,,
-0.1385154087122615E+02,0.1399872941044590E-02,0.3014574259565890E+01,-0.5408367780360434E-04,,,,,,,
-0.1368694929348460E+02,-0.1036584806833506E-02,0.3211890044437270E+01,-0.5212861942892418E-04,,,,,,,
-0.1368694864036520E+02,0.1374343890998270E-02,0.3409135335454880E+01,-0.5048597094428370E-04,,,,,,,
-0.1352185678757580E+02,-0.1015305843440061E-02,0.3606309401764700E+01,-0.4899991747125015E-04,,,,,,,
-0.1352185568656175E+02,0.1348520089306386E-02,0.3803411273483700E+01,-0.4756646939865791E-04,,,,,,,
-0.1335613093306520E+02,-0.9997343396677201E-03,0.4000439750687880E+01,-0.4608654551320209E-04,,,,,,,
-0.1335612933239515E+02,0.1337031158995096E-02,0.4197393412400330E+01,-0.4447786996819095E-04,,,,,,,
-0.1318974428757885E+02,-0.9809092909440740E-03,0.4394270625579304E+01,-0.4269303849200467E-04,,,,,,,
-0.1318974213326025E+02,0.1320222664368878E-02,0.4591069554106245E+01,-0.4072979327901789E-04,,,,,,,
-0.1302278031050010E+02,-0.9618514758955823E-03,0.4787788167773835E+01,-0.3854320639011825E-04,,,,,,,
-0.1302277754666240E+02,0.1300930000275621E-02,0.4984424251274074E+01,-0.3569367957666217E-04,,,,,,,
-0.1285543903209400E+02,-0.9456723486949544E-03,0.5180975413186310E+01,-0.3303881240420756E-04,,,,,,,
-0.1285543560151230E+02,0.1285808605300454E-02,0.5403972656052850E+01,-0.2924911737233049E-04,,,,,,,
-0.1268798711386140E+02,-0.9321765563874452E-03,0.5675481066997935E+01,-0.2421090018188017E-04,,,,,,,
-0.1268798295844085E+02,0.1272089022971858E-02,0.5943373108850070E+01,-0.1766215231968547E-04,,,,,,,
-0.1252043580813835E+02,-0.9201216404906321E-03,0.6120453534905185E+01,-0.1008449921287110E-04,,,,,,,
-0.1252043086813325E+02,0.1264596339377147E-02,,,,,,,,,
-0.1235250100340255E+02,-0.9066312696170979E-03,,,,,,,,,
-0.1235249521605630E+02,0.1254277959843290E-02,,,,,,,,,
-0.1218395587272005E+02,-0.8917173577813208E-03,,,,,,,,,
-0.1218394917211355E+02,0.1211829003553815E-02,,,,,,,,,
-0.1201474741619435E+02,-0.8929963419868761E-03,,,,,,,,,
-0.1201473973400500E+02,0.1268816310675653E-02,,,,,,,,,
-0.1184498264850625E+02,-0.8843277797938416E-03,,,,,,,,,
-0.1184497391529525E+02,0.1246556259174159E-02,,,,,,,,,
-0.1167491238484210E+02,-0.8360888978583107E-03,,,,,,,,,
-0.1167490253184825E+02,0.1169469618028935E-02,,,,,,,,,
-0.1150474047434965E+02,-0.8310384945219436E-03,,,,,,,,,
-0.1150472943399695E+02,0.1179144928531106E-02,,,,,,,,,
-0.1133434446923415E+02,-0.8519705178611442E-03,,,,,,,,,
-0.1133433217261895E+02,0.1210304297104868E-02,,,,,,,,,
-0.1116347841776885E+02,-0.8432915663062385E-03,,,,,,,,,
-0.1116346479324045E+02,0.1211625449634759E-02,,,,,,,,,
-0.1099208112244340E+02,-0.8370702978273784E-03,,,,,,,,,
-0.1099206609710320E+02,0.1210746605076835E-02,,,,,,,,,
-0.1082025745925280E+02,-0.8445758986844386E-03,,,,,,,,,
-0.1082024096082135E+02,0.1227199909210093E-02,,,,,,,,,
-0.1064822251529960E+02,-0.8340234557528205E-03,,,,,,,,,
