
,,0.1169090761323602E+00,0.2832112677717821E+00,-0.1444413329504020E+02,-0.4201761717262784E-01,-0.2731157526285754E-09,-0.3035165406845673E-12,0.1156101869257825E+01,-0.1062221445722450E-01,,,
,,0.1561465797417495E+00,-0.2469932247622829E+00,-0.1416836519514420E+02,0.5826564992185894E-01,-0.2727651801147593E-09,-0.3030123041000528E-12,0.1465924590021405E+01,-0.1033999066699232E-01,,,
,,0.1577867022815220E+00,0.2435915173479809E+00,-0.1416835371000225E+02,-0.4220122780556704E-01,-0.2722232679868342E-09,-0.3403732485162515E-12,0.1775747880522185E+01,-0.1012202034216353E-01,,,
,,0.1918138828903460E+00,-0.1944012309236859E+00,-0.1389009537284360E+02,0.5846282846598887E-01,0.2722232679868342E-09,-0.3403732485162515E-12,0.2085571790968370E+01,-0.9860494210165291E-02,,,
,,0.1928366117665325E+00,0.1912930851240297E+00,-0.1389008102321455E+02,-0.4184843171456421E-01,0.2727651801147593E-09,-0.3030123041000528E-12,0.2395396349862180E+01,-0.9552995367282699E-02,,,
,,0.2196572782193105E+00,-0.1274223256498911E+00,-0.1360935351828485E+02,0.5927034910091362E-01,0.2731157526285754E-09,-0.3035165406845673E-12,0.2705221565447395E+01,-0.9208544655840950E-02,,,
,,0.2199248675457505E+00,0.1256738634988881E+00,-0.1360933617140335E+02,-0.4218485041169134E-01,0.2734664388292963E-09,-0.3057455936036781E-12,0.3015047427156905E+01,-0.8821453310783836E-02,,,
,,0.2355830460928315E+00,0.4490369238638299E-01,-0.1332578206147480E+02,0.6075660200556479E-01,0.2738171250300838E-09,-0.3054975190045434E-12,0.3324873907060265E+01,-0.8395497311575691E-02,,,
,,0.2356231161219795E+00,-0.4480034389276192E-01,-0.1332576165365795E+02,-0.4317887743214598E-01,0.2741676975440939E-09,-0.3082375872541513E-12,0.3634700961311240E+01,-0.7934852958849986E-02,,,
,,0.1579196197874945E+01,0.3589282519605972E-01,-0.1303919863417300E+02,0.6163401649826560E-01,0.2745182700581535E-09,-0.3106712268162850E-12,0.3944528531595350E+01,-0.7413520631060638E-02,,,
,,,,-0.1303917517933345E+02,-0.4357557329983702E-01,0.2748688425722477E-09,-0.3125115493309699E-12,0.4254356546577415E+01,-0.6828559911035636E-02,,,
,,,,-0.1274958663540630E+02,0.6235951129206724E-01,0.2752194150863572E-09,-0.3131505135687347E-12,0.4564184923349095E+01,-0.6169227088609912E-02,,,
,,,,-0.1274956023651765E+02,-0.4383317650709980E-01,0.2755699876004604E-09,-0.3138870295397304E-12,0.4874013568876460E+01,-0.5415321234825325E-02,,,
,,,,-0.1245636699077440E+02,0.6298897488130149E-01,0.2759204464276951E-09,-0.3139068327759322E-12,0.5183842381447520E+01,-0.4497850340128924E-02,,,
,,,,-0.1245633784453720E+02,-0.4400339272899881E-01,0.2762709052548726E-09,-0.3136574998096057E-12,0.5459316073302980E+01,-0.3506600276891013E-02,,,
,,,,-0.1215996433126670E+02,0.6352653402985509E-01,0.2766214777688031E-09,-0.3122597505274921E-12,0.5614647731803280E+01,-0.9111028651012700E-03,,,
,,,,-0.1215993274459230E+02,-0.4408921425594224E-01,0.2769720502826207E-09,-0.3123298289439094E-12,,,,,
,,,,-0.1185986342519730E+02,0.6395944579492500E-01,0.2773226227962972E-09,-0.3119941984049798E-12,,,,,
,,,,-0.1185982981769650E+02,-0.4407832327780881E-01,0.2776731953098048E-09,-0.3117506343165753E-12,,,,,
,,,,-0.1155591089340490E+02,0.6455669418314598E-01,0.2780237678231168E-09,-0.3113305816106956E-12,,,,,
,,,,-0.1155587581390615E+02,-0.4423514963375087E-01,0.2783743403362084E-09,-0.3106989499613840E-12,,,,,
,,,,-0.1124873548750885E+02,0.6504410620947980E-01,0.2787249128490570E-09,-0.3100332166701013E-12,,,,,
,,,,-0.1124869963162265E+02,-0.4428892641577272E-01,0.2790754853616431E-09,-0.3092627999318304E-12,,,,,
,,,,-0.1093832752510640E+02,0.6543103001780226E-01,0.2794260578728396E-09,-0.3083369193352202E-12,,,,,
,,,,-0.1093829171772100E+02,-0.4424776382717956E-01,0.2796808395714367E-09,-0.3087435389012585E-12,,,,,
,,,,-0.1062515823674140E+02,0.6569316836499275E-01,0.2797985393674363E-09,-0.3084308364347603E-12,,,,,
,,,,-0.1062512343128720E+02,-0.4408647078382274E-01,,,,,,,
,,,,-0.1031008627840510E+02,0.6579755826750519E-01,,,,,,,
,,,,-0.1031005354648720E+02,-0.4377344128869757E-01,,,,,,,
,,,,-0.9993890528722785E+01,0.6586042576565440E-01,,,,,,,
,,,,-0.9993861016594325E+01,-0.4342785412859394E-01,,,,,,,
,,,,-0.9677545735135039E+01,0.6607085935310182E-01,,,,,,,
,,,,-0.9677520610362590E+01,-0.4323562245214244E-01,,,,,,,
,,,,-0.9362717777879050E+01,0.6601838328022108E-01,,,,,,,
,,,,-0.9362698164160211E+01,-0.4278273256890271E-01,,,,,,,
,,,,-0.9051036662080286E+01,0.6415411431227276E-01,,,,,,,
,,,,-0.9051023562349766E+01,-0.4064912927800605E-01,,,,,,,
,,,,-0.8744272342354950E+01,0.6429918428749271E-01,,,,,,,
,,,,-0.8744266551034176E+01,-0.4036985175797060E-01,,,,,,,
,,,,-0.8444369187245400E+01,-0.3996981833365074E-01,,,,,,,
,,,,-0.8444367167098900E+01,0.6432416695404901E-01,,,,,,,
,,,,-0.8153545262037936E+01,-0.4109444545067114E-01,,,,,,,
,,,,-0.8153535299149951E+01,0.6580086731031472E-01,,,,,,,
,,,,-0.7873952858764895E+01,-0.4122741536082555E-01,,,,,,,
,,,,-0.7873935249665140E+01,0.6629198921243001E-01,,,,,,,
,,,,-0.7607899179023560E+01,-0.4128165667908267E-01,,,,,,,
,,,,-0.7607874689193195E+01,0.6669575593645964E-01,,,,,,,
,,,,-0.7357767897043756E+01,-0.4129244281244693E-01,,,,,,,
,,,,-0.7357737770542470E+01,0.6705391831996844E-01,,,,,,,
,,,,-0.7125484851890350E+01,-0.4139865540786964E-01,,,,,,,
,,,,-0.7125450765343305E+01,0.6752177866917752E-01,,,,,,,
,,,,-0.6859106946622211E+01,-0.4571087699319097E-01,,,,,,,
,,,,-0.6859092099863124E+01,0.7482580632172922E-01,,,,,,,
,,,,-0.6586457991169090E+01,0.7586501673667813E-01,,,,,,,
,,,,-0.6586443902636836E+01,-0.4597836063734824E-01,,,,,,,
,,,,-0.6380791056000710E+01,0.7656559497946697E-01,,,,,,,
,,,,-0.6380769966916055E+01,-0.4603403907145000E-01,,,,,,,
,,,,-0.6206869958630644E+01,0.7718442164842731E-01,,,,,,,
,,,,-0.6206855590305245E+01,-0.4608600761339518E-01,,,,,,,
,,,,-0.5983349764616290E+01,0.7787880380897630E-01,,,,,,,
,,,,-0.5983345348584200E+01,-0.4617040614846703E-01,,,,,,,
,,,,-0.5715678747586255E+01,0.7862289792437585E-01,,,,,,,
,,,,-0.5715678747307470E+01,-0.4626694117068998E-01,,,,,,,
,,,,-0.5455523651195666E+01,0.7925562015953788E-01,,,,,,,
,,,,-0.5455523650403125E+01,-0.4631155350026131E-01,,,,,,,
,,,,-0.5195608535271900E+01,0.7976460438321754E-01,,,,,,,
,,,,-0.5195608534352660E+01,-0.4626858484812448E-01,,,,,,,
,,,,-0.4935995746219745E+01,0.8022626795032928E-01,,,,,,,
,,,,-0.4935995745672114E+01,-0.4621310312147674E-01,,,,,,,
,,,,-0.4676659010715185E+01,0.8059250916975197E-01,,,,,,,
,,,,-0.4676659010568056E+01,-0.4610595027172767E-01,,,,,,,
,,,,-0.4417494348485955E+01,0.8089118284391046E-01,,,,,,,
,,,,-0.4417494348480970E+01,-0.4598001073530297E-01,,,,,,,
,,,,-0.4158478403104500E+01,0.8114587446776561E-01,,,,,,,
,,,,-0.4158478403104495E+01,-0.4586609124422047E-01,,,,,,,
,,,,-0.3899730596021230E+01,0.8137115721966114E-01,,,,,,,
,,,,-0.3899730596021230E+01,-0.4578553785056631E-01,,,,,,,
,,,,-0.3641273668039115E+01,-0.4573367881774051E-01,,,,,,,
,,,,-0.3641273668036270E+01,0.8155840480361171E-01,,,,,,,
,,,,-0.3383014489721340E+01,-0.4570470042700810E-01,,,,,,,
,,,,-0.3383014489599720E+01,0.8170473653821028E-01,,,,,,,
,,,,-0.3125008746421335E+01,-0.4560899385848391E-01,,,,,,,
,,,,-0.3125008746158855E+01,0.8171216040457009E-01,,,,,,,
,,,,-0.2867326498462760E+01,-0.4540262042208375E-01,,,,,,,
,,,,-0.2867326498312765E+01,0.8152809382675258E-01,,,,,,,
,,,,-0.2609868496888020E+01,0.8110653861184766E-01,,,,,,,
,,,,-0.2609868496479995E+01,-0.4506111184843883E-01,,,,,,,
,,,,-0.2352666455006045E+01,0.8042700503912795E-01,,,,,,,
,,,,-0.2352666453703965E+01,-0.4461043933535381E-01,,,,,,,
,,,,-0.2095819932760325E+01,0.7952258781149175E-01,,,,,,,
,,,,-0.2095819931872555E+01,-0.4421399443208295E-01,,,,,,,
,,,,-0.1778634024621645E+01,0.7873827903824283E-01,,,,,,,
,,,,-0.1768046702433385E+01,-0.4509006127383906E-01,,,,,,,
,,,,0.1768046702433385E+01,-0.4509006127383906E-01,,,,,,,
,,,,0.1778634024621645E+01,0.7873827903824283E-01,,,,,,,
,,,,0.2095819931872555E+01,-0.4421399443208295E-01,,,,,,,
,,,,0.2095819932760325E+01,0.7952258781149175E-01,,,,,,,
,,,,0.2352666453703965E+01,-0.4461043933535381E-01,,,,,,,
,,,,0.2352666455006045E+01,0.8042700503912795E-01,,,,,,,
,,,,0.2609868496479995E+01,-0.4506111184843883E-01,,,,,,,
,,,,0.2609868496888020E+01,0.8110653861184766E-01,,,,,,,
,,,,0.2867326498312765E+01,0.8152809382675258E-01,,,,,,,
,,,,0.2867326498462760E+01,-0.4540262042208375E-01,,,,,,,
,,,,0.3125008746158855E+01,0.8171216040457009E-01,,,,,,,
,,,,0.3125008746421335E+01,-0.4560899385848391E-01,,,,,,,
,,,,0.3383014489599720E+01,0.8170473653821028E-01,,,,,,,
,,,,0.3383014489721340E+01,-0.4570470042700810E-01,,,,,,,
,,,,0.3641273668036270E+01,0.8155840480361171E-01,,,,,,,
,,,,0.3641273668039115E+01,-0.4573367881774051E-01,,,,,,,
,,,,0.3899730596021230E+01,0.8137115721966114E-01,,,,,,,
,,,,0.3899730596021230E+01,-0.4578553785056631E-01,,,,,,,
,,,,0.4158478403104495E+01,-0.4586609124422047E-01,,,,,,,
,,,,0.4158478403104500E+01,0.8114587446776561E-01,,,,,,,
,,,,0.4417494348480970E+01,-0.4598001073530297E-01,,,,,,,
,,,,0.4417494348485955E+01,0.8089118284391046E-01,,,,,,,
,,,,0.4676659010568056E+01,-0.4610595027172767E-01,,,,,,,
,,,,0.4676659010715185E+01,0.8059250916975197E-01,,,,,,,
,,,,0.4935995745672114E+01,-0.4621310312147674E-01,,,,,,,
,,,,0.4935995746219745E+01,0.8022626795032928E-01,,,,,,,
,,,,0.5195608534352660E+01,-0.4626858484812448E-01,,,,,,,
,,,,0.5195608535271900E+01,0.7976460438321754E-01,,,,,,,
,,,,0.5455523650403125E+01,-0.4631155350026131E-01,,,,,,,
,,,,0.5455523651195666E+01,0.7925562015953788E-01,,,,,,,
,,,,0.5715678747307470E+01,-0.4626694117068998E-01,,,,,,,
,,,,0.5715678747586255E+01,0.7862289792437585E-01,,,,,,,
,,,,0.5983345348584200E+01,-0.4617040614846703E-01,,,,,,,
,,,,0.5983349764616290E+01,0.7787880380897630E-01,,,,,,,
,,,,0.6206855590305245E+01,-0.4608600761339518E-01,,,,,,,
,,,,0.6206869958630644E+01,0.7718442164842731E-01,,,,,,,
,,,,0.6380769966916055E+01,-0.4603403907145000E-01,,,,,,,
,,,,0.6380791056000710E+01,0.7656559497946697E-01,,,,,,,
,,,,0.6586443902636836E+01,-0.4597836063734824E-01,,,,,,,
,,,,0.6586457991169090E+01,0.7586501673667813E-01,,,,,,,
,,,,0.6859092099863124E+01,0.7482580632172922E-01,,,,,,,
,,,,0.6859106946622211E+01,-0.4571087699319097E-01,,,,,,,
,,,,0.7125450765343305E+01,0.6752177866917752E-01,,,,,,,
,,,,0.7125484851890350E+01,-0.4139865540786964E-01,,,,,,,
,,,,0.7357737770542470E+01,0.6705391831996844E-01,,,,,,,
,,,,0.7357767897043756E+01,-0.4129244281244693E-01,,,,,,,
,,,,0.7607874689193195E+01,0.6669575593645964E-01,,,,,,,
,,,,0.7607899179023560E+01,-0.4128165667908267E-01,,,,,,,
,,,,0.7873935249665140E+01,0.6629198921243001E-01,,,,,,,
,,,,0.7873952858764895E+01,-0.4122741536082555E-01,,,,,,,
,,,,0.8153535299149951E+01,0.6580086731031472E-01,,,,,,,
,,,,0.8153545262037936E+01,-0.4109444545067114E-01,,,,,,,
,,,,0.8444367167098900E+01,0.6432416695404901E-01,,,,,,,
,,,,0.8444369187245400E+01,-0.3996981833365074E-01,,,,,,,
,,,,0.8744266551034176E+01,-0.4036985175797060E-01,,,,,,,
,,,,0.8744272342354950E+01,0.6429918428749271E-01,,,,,,,
,,,,0.9051023562349766E+01,-0.4064912927800605E-01,,,,,,,
,,,,0.9051036662080286E+01,0.6415411431227276E-01,,,,,,,
,,,,0.9362698164160211E+01,-0.4278273256890271E-01,,,,,,,
,,,,0.9362717777879050E+01,0.6601838328022108E-01,,,,,,,
,,,,0.9677520610362590E+01,-0.4323562245214244E-01,,,,,,,
,,,,0.9677545735135039E+01,0.6607085935310182E-01,,,,,,,
,,,,0.9993861016594325E+01,-0.4342785412859394E-01,,,,,,,
,,,,0.9993890528722785E+01,0.6586042576565440E-01,,,,,,,
,,,,0.1031005354648720E+02,-0.4377344128869757E-01,,,,,,,
,,,,0.1031008627840510E+02,0.6579755826750519E-01,,,,,,,
,,,,0.1062512343128720E+02,-0.4408647078382274E-01,,,,,,,
,,,,0.1062515823674140E+02,0.6569316836499275E-01,,,,,,,
,,,,0.1093829171772100E+02,-0.4424776382717956E-01,,,,,,,
,,,,0.1093832752510640E+02,0.6543103001780226E-01,,,,,,,
,,,,0.1124869963162265E+02,-0.4428892641577272E-01,,,,,,,
,,,,0.1124873548750885E+02,0.6504410620947980E-01,,,,,,,
,,,,0.1155587581390615E+02,-0.4423514963375087E-01,,,,,,,
,,,,0.1155591089340490E+02,0.6455669418314598E-01,,,,,,,
,,,,0.1185982981769650E+02,-0.4407832327780881E-01,,,,,,,
,,,,0.1185986342519730E+02,0.6395944579492500E-01,,,,,,,
,,,,0.1215993274459230E+02,-0.4408921425594224E-01,,,,,,,
,,,,0.1215996433126670E+02,0.6352653402985509E-01,,,,,,,
,,,,0.1245633784453720E+02,-0.4400339272899881E-01,,,,,,,
,,,,0.1245636699077440E+02,0.6298897488130149E-01,,,,,,,
,,,,0.1274956023651765E+02,-0.4383317650709980E-01,,,,,,,
,,,,0.1274958663540630E+02,0.6235951129206724E-01,,,,,,,
,,,,0.1303917517933345E+02,-0.4357557329983702E-01,,,,,,,
,,,,0.1303919863417300E+02,0.6163401649826560E-01,,,,,,,
,,,,0.1332576165365795E+02,-0.4317887743214598E-01,,,,,,,
,,,,0.1332578206147480E+02,0.6075660200556479E-01,,,,,,,
,,,,0.1360933617140335E+02,-0.4218485041169134E-01,,,,,,,
,,,,0.1360935351828485E+02,0.5927034910091362E-01,,,,,,,
,,,,0.1389008102321455E+02,-0.4184843171456421E-01,,,,,,,
,,,,0.1389009537284360E+02,0.5846282846598887E-01,,,,,,,
,,,,0.1416835371000225E+02,-0.4220122780556704E-01,,,,,,,
,,,,0.1416836519514420E+02,0.5826564992185894E-01,,,,,,,
,,,,0.1444413329504020E+02,-0.4201761717262784E-01,,,,,,,
,,,,0.1444414211346220E+02,0.5752146288294759E-01,,,,,,,
,,,,0.1471778468195055E+02,-0.4204760682838151E-01,,,,,,,
,,,,0.1471779108487180E+02,0.5697164716700360E-01,,,,,,,
,,,,0.1498947127977890E+02,-0.4203778744577684E-01,,,,,,,
,,,,0.1498947556855865E+02,0.5634596243489850E-01,,,,,,,
,,,,0.1525933711817540E+02,-0.4200335963623684E-01,,,,,,,
,,,,0.1525933963737870E+02,0.5564624867419433E-01,,,,,,,
,,,,0.1552752674767020E+02,-0.4222734852342297E-01,,,,,,,
,,,,0.1552752787250140E+02,0.5514600400016210E-01,,,,,,,
,,,,0.1579442209867760E+02,-0.4245341146322217E-01,,,,,,,
,,,,0.1579442222216545E+02,0.5455471195120552E-01,,,,,,,
,,,,0.1606037145639080E+02,0.5388127983537988E-01,,,,,,,
,,,,0.1606037193576875E+02,-0.4274803599809269E-01,,,,,,,
,,,,0.1632525766252435E+02,0.5355518654504487E-01,,,,,,,
,,,,0.1632525836309745E+02,-0.4355999460811187E-01,,,,,,,
,,,,0.1658937969752840E+02,0.5327101300989231E-01,,,,,,,
,,,,0.1658938028560865E+02,-0.4472654920033703E-01,,,,,,,
,,,,0.1685324217315280E+02,0.5294196901884824E-01,,,,,,,
,,,,0.1685324240139500E+02,-0.4654762978409417E-01,,,,,,,
,,,,0.1698511960019800E+02,0.2791978547678100E-02,,,,,,,

